Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
truth,3,"('5ef2e9d72808e868a43c2024d5e7acc3721d5c7e', '5e7ab8cc531cde2acb31c7d3e950e341ec45473d', 'a0c87ab23ae764e8ba9f69add436bd0c53dd538c')",Extract Method,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/IterableOfProtosSubject.java@public containsAllIn(expected Object[]) : Ordered,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/IterableOfProtosSubject.java@public containsAtLeastElementsIn(expected Object[]) : Ordered,"[BlameRes(sha1='e7bded354212d7efc33709ab2548e728408d5a42', oline='121', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/IterableOfProtosSubject.java')]"
truth,3,"('2bd02174abba9a5084171981675923640dc89c8b', '25f3d73e5c79725178548a9751244839845e7375', '031ac4777780a73a95a8eccf8d887b6997138c73')",Rename Method,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessage_failure() : void,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessageThat_Named_failure() : void,"[BlameRes(sha1='7b28c1d5c62acad597dabc5d51cdd9bd8ea4da4e', oline='23', file_name='core/src/test/java/com/google/common/truth/ThrowableTest.java')]"
truth,3,"('2bd02174abba9a5084171981675923640dc89c8b', '25f3d73e5c79725178548a9751244839845e7375', '031ac4777780a73a95a8eccf8d887b6997138c73')",Extract Method,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessage_Named_failure() : void,"core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@private assertErrorHasActualAsCause(actual Throwable, failure AssertionError) : void","[BlameRes(sha1='631cd572c799b097bbb865fed40bd2c03a792dca', oline='77', file_name='core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java')]"
truth,3,"('2bd02174abba9a5084171981675923640dc89c8b', '25f3d73e5c79725178548a9751244839845e7375', '031ac4777780a73a95a8eccf8d887b6997138c73')",Parameterize Variable,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@expected : AssertionError,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@failure : AssertionError,"[BlameRes(sha1='631cd572c799b097bbb865fed40bd2c03a792dca', oline='82', file_name='core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java')]"
truth,3,"('2bd02174abba9a5084171981675923640dc89c8b', '25f3d73e5c79725178548a9751244839845e7375', '031ac4777780a73a95a8eccf8d887b6997138c73')",Inline Variable,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@subject : NullPointerException,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessageThat_Named_failure() : void,"[BlameRes(sha1='96ce89d4ea5da8932fe783f0144f2790cf30ff4e', oline='23', file_name='core/src/test/java/com/google/common/truth/ThrowableTest.java')]"
truth,3,"('2bd02174abba9a5084171981675923640dc89c8b', '25f3d73e5c79725178548a9751244839845e7375', '031ac4777780a73a95a8eccf8d887b6997138c73')",Change Variable Type,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@expected : ComparisonFailure,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@expected : AssertionError,"[BlameRes(sha1='d8a7c81901b6711eb8162495f5498ce4d196bbb8', oline='30', file_name='core/src/test/java/com/google/common/truth/ThrowableTest.java')]"
truth,3,"('2bd02174abba9a5084171981675923640dc89c8b', '25f3d73e5c79725178548a9751244839845e7375', '031ac4777780a73a95a8eccf8d887b6997138c73')",Extract Variable,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@actual : Exception,"[BlameRes(sha1='631cd572c799b097bbb865fed40bd2c03a792dca', oline='80', file_name='core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java')]"
truth,3,"('7adbe580ca6e02da60b095a5ad94007b7c8a6cbd', '98510e30b1d3535c2ce5e52b741580d7e39aa5c7', '24ee3f4c518533c1f8be80759d8a65143f1747fe')",Rename Method,"core/src/test/java/com/google/common/truth/DoubleTest.java@private assertThatNaNFailsWithin(tolerance double, expected double) : void",core/src/test/java/com/google/common/truth/DoubleTest.java@public isFinite() : void,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('7adbe580ca6e02da60b095a5ad94007b7c8a6cbd', '98510e30b1d3535c2ce5e52b741580d7e39aa5c7', '24ee3f4c518533c1f8be80759d8a65143f1747fe')",Extract Method,"core/src/test/java/com/google/common/truth/DoubleTest.java@private assertThatNaNFailsWithin(tolerance double, expected double) : void",core/src/test/java/com/google/common/truth/DoubleTest.java@private assertThatIsFiniteFails(value Double) : void,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('7adbe580ca6e02da60b095a5ad94007b7c8a6cbd', '98510e30b1d3535c2ce5e52b741580d7e39aa5c7', '24ee3f4c518533c1f8be80759d8a65143f1747fe')",Remove Parameter,core/src/test/java/com/google/common/truth/DoubleTest.java@tolerance : double,core/src/test/java/com/google/common/truth/DoubleTest.java@public isFinite() : void,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('7adbe580ca6e02da60b095a5ad94007b7c8a6cbd', '98510e30b1d3535c2ce5e52b741580d7e39aa5c7', '24ee3f4c518533c1f8be80759d8a65143f1747fe')",Remove Parameter,core/src/test/java/com/google/common/truth/DoubleTest.java@expected : double,core/src/test/java/com/google/common/truth/DoubleTest.java@public isFinite() : void,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('7adbe580ca6e02da60b095a5ad94007b7c8a6cbd', '98510e30b1d3535c2ce5e52b741580d7e39aa5c7', '24ee3f4c518533c1f8be80759d8a65143f1747fe')",Add Method Annotation,"core/src/test/java/com/google/common/truth/DoubleTest.java@private assertThatNaNFailsWithin(tolerance double, expected double) : void",core/src/test/java/com/google/common/truth/DoubleTest.java@@Test,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('7adbe580ca6e02da60b095a5ad94007b7c8a6cbd', '98510e30b1d3535c2ce5e52b741580d7e39aa5c7', '24ee3f4c518533c1f8be80759d8a65143f1747fe')",Change Method Access Modifier,"core/src/test/java/com/google/common/truth/DoubleTest.java@private assertThatNaNFailsWithin(tolerance double, expected double) : void",core/src/test/java/com/google/common/truth/DoubleTest.java@public isFinite() : void,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('7adbe580ca6e02da60b095a5ad94007b7c8a6cbd', '98510e30b1d3535c2ce5e52b741580d7e39aa5c7', '24ee3f4c518533c1f8be80759d8a65143f1747fe')",Remove Method Modifier,"core/src/test/java/com/google/common/truth/DoubleTest.java@private assertThatNaNFailsWithin(tolerance double, expected double) : void",core/src/test/java/com/google/common/truth/DoubleTest.java@public isFinite() : void,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('8875a68ca44cf53dc64b46fc7879332b4bc94b5f', 'eeac2e1a8049f5248e62bc53d9dc8e581151e091', '7adbe580ca6e02da60b095a5ad94007b7c8a6cbd')",Change Parameter Type,core/src/test/java/com/google/common/truth/DoubleTest.java@tolerance : double,core/src/test/java/com/google/common/truth/FloatTest.java@tolerance : float,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('8875a68ca44cf53dc64b46fc7879332b4bc94b5f', 'eeac2e1a8049f5248e62bc53d9dc8e581151e091', '7adbe580ca6e02da60b095a5ad94007b7c8a6cbd')",Change Parameter Type,core/src/test/java/com/google/common/truth/DoubleTest.java@expected : double,core/src/test/java/com/google/common/truth/FloatTest.java@expected : float,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('8875a68ca44cf53dc64b46fc7879332b4bc94b5f', 'eeac2e1a8049f5248e62bc53d9dc8e581151e091', '7adbe580ca6e02da60b095a5ad94007b7c8a6cbd')",Add Parameter,"core/src/test/java/com/google/common/truth/DoubleTest.java@private assertThatNaNFailsWithin(tolerance double, expected double) : void",core/src/test/java/com/google/common/truth/FloatTest.java@actual : float,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('8875a68ca44cf53dc64b46fc7879332b4bc94b5f', 'eeac2e1a8049f5248e62bc53d9dc8e581151e091', '7adbe580ca6e02da60b095a5ad94007b7c8a6cbd')",Move And Rename Method,"core/src/test/java/com/google/common/truth/DoubleTest.java@private assertThatNaNFailsWithin(tolerance double, expected double) : void","core/src/test/java/com/google/common/truth/FloatTest.java@private assertThatIsWithinFails(actual float, tolerance float, expected float) : void","[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='122', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('8875a68ca44cf53dc64b46fc7879332b4bc94b5f', 'eeac2e1a8049f5248e62bc53d9dc8e581151e091', '7adbe580ca6e02da60b095a5ad94007b7c8a6cbd')",Change Parameter Type,core/src/test/java/com/google/common/truth/DoubleTest.java@tolerance : double,core/src/test/java/com/google/common/truth/FloatTest.java@tolerance : float,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='132', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('8875a68ca44cf53dc64b46fc7879332b4bc94b5f', 'eeac2e1a8049f5248e62bc53d9dc8e581151e091', '7adbe580ca6e02da60b095a5ad94007b7c8a6cbd')",Change Parameter Type,core/src/test/java/com/google/common/truth/DoubleTest.java@expected : double,core/src/test/java/com/google/common/truth/FloatTest.java@expected : float,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='132', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('8875a68ca44cf53dc64b46fc7879332b4bc94b5f', 'eeac2e1a8049f5248e62bc53d9dc8e581151e091', '7adbe580ca6e02da60b095a5ad94007b7c8a6cbd')",Add Parameter,"core/src/test/java/com/google/common/truth/DoubleTest.java@private assertThatNaNFailsNotWithin(tolerance double, expected double) : void",core/src/test/java/com/google/common/truth/FloatTest.java@actual : float,"[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='132', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('8875a68ca44cf53dc64b46fc7879332b4bc94b5f', 'eeac2e1a8049f5248e62bc53d9dc8e581151e091', '7adbe580ca6e02da60b095a5ad94007b7c8a6cbd')",Move And Rename Method,"core/src/test/java/com/google/common/truth/DoubleTest.java@private assertThatNaNFailsNotWithin(tolerance double, expected double) : void","core/src/test/java/com/google/common/truth/FloatTest.java@private assertThatIsNotWithinFails(actual float, tolerance float, expected float) : void","[BlameRes(sha1='cae4ff05e2fecb2a4ce8024c780d9ad8dde1f57a', oline='132', file_name='core/src/test/java/com/google/common/truth/DoubleTest.java')]"
truth,3,"('a90a0a050abfe537676441a8cb1aaa38601812c6', '5d5e6f1ee4f1c9a57aba01e2559f4f0421588450', '0eb26afbfdefb1ef6286d40e3972774e8484efeb')",Extract And Move Method,core/src/test/java/com/google/common/truth/CustomFailureMessageTest.java@public customMessage() : void,core/src/main/java/com/google/common/truth/Truth.java@public assertThat(target byte[]) : PrimitiveByteArraySubject,"[BlameRes(sha1='179839d6b65e3878893f59afbfed25792306a264', oline='15', file_name='core/src/test/java/org/truth0/CustomFailureMessageTest.java')]"
truth,3,"('a90a0a050abfe537676441a8cb1aaa38601812c6', '5d5e6f1ee4f1c9a57aba01e2559f4f0421588450', '0eb26afbfdefb1ef6286d40e3972774e8484efeb')",Extract And Move Method,core/src/test/java/com/google/common/truth/CustomFailureMessageTest.java@public customMessageOnDelegate() : void,core/src/main/java/com/google/common/truth/Truth.java@public assertThat(target byte[]) : PrimitiveByteArraySubject,"[BlameRes(sha1='179839d6b65e3878893f59afbfed25792306a264', oline='24', file_name='core/src/test/java/org/truth0/CustomFailureMessageTest.java')]"
truth,3,"('a90a0a050abfe537676441a8cb1aaa38601812c6', '5d5e6f1ee4f1c9a57aba01e2559f4f0421588450', '0eb26afbfdefb1ef6286d40e3972774e8484efeb')",Extract And Move Method,core/src/test/java/com/google/common/truth/CustomFailureMessageTest.java@public customMessageOnForEach() : void,core/src/main/java/com/google/common/truth/Truth.java@public assertThat(target byte[]) : PrimitiveByteArraySubject,"[BlameRes(sha1='179839d6b65e3878893f59afbfed25792306a264', oline='34', file_name='core/src/test/java/org/truth0/CustomFailureMessageTest.java')]"
truth,3,"('7bd936ccb62f935ac1b0814fcc0e31ccf6688169', '22eb447274d626866a81c02223db806a92e6baa0', 'cf191f92cdef0df79766bb99834fd7887decf027')",Move Method,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FluentEqualityConfig.java@package abstract fieldScopeLogic() : FieldScopeLogic,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeLogicMap.java@package abstract fieldScopeLogic() : FieldScopeLogic,"[BlameRes(sha1='e193cc2f379d7352e4c1036ef68d2499dd24709d', oline='52', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FluentEqualityConfig.java')]"
truth,3,"('3084f0a4ad49aaebfa8b0ce79b3b53fb63b896e8', '0722e957a2d54d50169bb2f7d0c9fff20070337c', 'e61b8e0071e92769ac1133dc5b75b20345e5b05f')",Add Parameter,"core/src/main/java/com/google/common/truth/IterableSubject.java@private failExactly(required Iterable<?>, addElementsInWarning boolean, missing Collection<?>, extra Collection<?>) : Ordered",core/src/main/java/com/google/common/truth/IterableSubject.java@missingRawObjects : Collection<?>,"[BlameRes(sha1='1fa78d0eace072f68dcf7a7af82c6ad9e2f1c788', oline='290', file_name='core/src/main/java/com/google/common/truth/IterableSubject.java')]"
truth,3,"('3084f0a4ad49aaebfa8b0ce79b3b53fb63b896e8', '0722e957a2d54d50169bb2f7d0c9fff20070337c', 'e61b8e0071e92769ac1133dc5b75b20345e5b05f')",Add Parameter,"core/src/main/java/com/google/common/truth/IterableSubject.java@private failExactly(required Iterable<?>, addElementsInWarning boolean, missing Collection<?>, extra Collection<?>) : Ordered",core/src/main/java/com/google/common/truth/IterableSubject.java@extraRawObjects : Collection<?>,"[BlameRes(sha1='1fa78d0eace072f68dcf7a7af82c6ad9e2f1c788', oline='290', file_name='core/src/main/java/com/google/common/truth/IterableSubject.java')]"
truth,3,"('3084f0a4ad49aaebfa8b0ce79b3b53fb63b896e8', '0722e957a2d54d50169bb2f7d0c9fff20070337c', 'e61b8e0071e92769ac1133dc5b75b20345e5b05f')",Remove Parameter,core/src/main/java/com/google/common/truth/IterableSubject.java@missing : Collection<?>,"core/src/main/java/com/google/common/truth/IterableSubject.java@private failExactly(required Iterable<?>, addElementsInWarning boolean, missingRawObjects Collection<?>, extraRawObjects Collection<?>) : Ordered","[BlameRes(sha1='1fa78d0eace072f68dcf7a7af82c6ad9e2f1c788', oline='293', file_name='core/src/main/java/com/google/common/truth/IterableSubject.java')]"
truth,3,"('3084f0a4ad49aaebfa8b0ce79b3b53fb63b896e8', '0722e957a2d54d50169bb2f7d0c9fff20070337c', 'e61b8e0071e92769ac1133dc5b75b20345e5b05f')",Remove Parameter,core/src/main/java/com/google/common/truth/IterableSubject.java@extra : Collection<?>,"core/src/main/java/com/google/common/truth/IterableSubject.java@private failExactly(required Iterable<?>, addElementsInWarning boolean, missingRawObjects Collection<?>, extraRawObjects Collection<?>) : Ordered","[BlameRes(sha1='1fa78d0eace072f68dcf7a7af82c6ad9e2f1c788', oline='294', file_name='core/src/main/java/com/google/common/truth/IterableSubject.java')]"
truth,3,"('5dd3941812b01fc50e22cd1d39af3c612a1ce72a', 'b6faa798ba0c7a585f0a51e0c42f788a03dbe37c', 'd8b2885608cbf6fe3e4b001fb6978441cfa7c795')",Move And Rename Method,core/src/test/java/com/google/common/truth/ListTest.java@public isPartiallyOrderedFailure() : void,core/src/test/java/com/google/common/truth/IterableTest.java@public isOrderedFailure() : void,"[BlameRes(sha1='7b28c1d5c62acad597dabc5d51cdd9bd8ea4da4e', oline='50', file_name='core/src/test/java/com/google/common/truth/ListTest.java')]"
truth,3,"('5dd3941812b01fc50e22cd1d39af3c612a1ce72a', 'b6faa798ba0c7a585f0a51e0c42f788a03dbe37c', 'd8b2885608cbf6fe3e4b001fb6978441cfa7c795')",Move And Rename Method,core/src/test/java/com/google/common/truth/ListTest.java@public isPartiallyOrderedWithNonComparableElementsFailure() : void,core/src/test/java/com/google/common/truth/IterableTest.java@public isOrderedWithNonComparableElementsFailure() : void,"[BlameRes(sha1='7b28c1d5c62acad597dabc5d51cdd9bd8ea4da4e', oline='61', file_name='core/src/test/java/com/google/common/truth/ListTest.java')]"
truth,4,"('fc2412dd86d298949bc6ea74b52871873ac5542f', '9e98bbba6f91f6f3aca71fa660b9465c8b6079a9', '7bd936ccb62f935ac1b0814fcc0e31ccf6688169', '22eb447274d626866a81c02223db806a92e6baa0')",Add Parameter,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeLogic.java@package validate(descriptor Descriptor) : void,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeLogic.java@fieldDescriptorValidator : FieldDescriptorValidator,"[BlameRes(sha1='e193cc2f379d7352e4c1036ef68d2499dd24709d', oline='150', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeLogic.java')]"
truth,4,"('e88edfef0b64faa07c3c2310192515124f61942d', 'a15f891e2499cf00a9745a01f66dcf637bdfa4b7', '56cefc3b7441694cbe873be2f86fe14019984b74', '85bfc78485ddf728e2875f53529d6fc9f40d3be8')",Move Method,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldNumberTree.java@package abstract fieldNumber() : int,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java@package abstract fieldNumber() : int,"[BlameRes(sha1='3f18d33027466eab6d7c3bcbaabf1b7b6f794b8e', oline='23', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldNumberTree.java')]"
truth,4,"('c3dbe43f6893eb599ea6b168eeb86d0c6085826b', '3d3a75c2fd412e551bdd78d41ae855020973d168', 'ed9ce66f1b6de0929258e223784e03ce7b0c30cb', '6a3d3706d26572a65962ada1a8a233f72fb2edfe')",Move And Rename Class,src/test/java/test/org/junit/contrib/truth/ExtensionTest.java@test.org.junit.contrib.truth.ExtensionTest,src/test/java/org/junit/contrib/truth/CollectionTest.java@org.junit.contrib.truth.CollectionTest,"[BlameRes(sha1='f1f4a569d73ef32eb19ee1b2373b41c54f37270d', oline='10', file_name='src/test/java/test/org/junit/contrib/truth/ExtensionTest.java')]"
truth,4,"('c3dbe43f6893eb599ea6b168eeb86d0c6085826b', '3d3a75c2fd412e551bdd78d41ae855020973d168', 'ed9ce66f1b6de0929258e223784e03ce7b0c30cb', '6a3d3706d26572a65962ada1a8a233f72fb2edfe')",Move Package,src/test/java/test/org/junit/contrib/truth/ExtensionTest.java@test.org.junit.contrib.truth.ExtensionTest,src/test/java/org/junit/contrib/truth/CollectionTest.java@org.junit.contrib.truth.CollectionTest,"[BlameRes(sha1='f1f4a569d73ef32eb19ee1b2373b41c54f37270d', oline='10', file_name='src/test/java/test/org/junit/contrib/truth/ExtensionTest.java')]"
truth,4,"('2b19166277354cb25ea2b05e14803dec8c2ac77a', '712c283d7587bb9fecd3cb81c48d394a97af266d', '569d12a0ae078d72b9d9061072e327bececfbb71', 'a9ebc02c0722159c52e24e2472aece5f560fe6ef')",Rename Method,"core/src/main/java/com/google/common/truth/FailureMetadata.java@private prepend(messages ImmutableList<Message>, message Message) : ImmutableList<Message>","core/src/main/java/com/google/common/truth/FailureMetadata.java@private append(list ImmutableList<? extends E>, object E) : ImmutableList<E>","[BlameRes(sha1='3357709b9d8dd0e8ae1de6635d388902de7e80dd', oline='116', file_name='core/src/main/java/com/google/common/truth/FailureMetadata.java')]"
truth,4,"('67946242e58740f6c0ce5bac87f5c0fb48d66b7d', 'f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33')",Extract Method,core/src/main/java/com/google/common/truth/PrimitiveDoubleArraySubject.java@public usingTolerance(tolerance double) : DoubleArrayAsIterable,core/src/main/java/com/google/common/truth/PrimitiveDoubleArraySubject.java@private iterableSubject() : IterableSubject,"[BlameRes(sha1='5f142e73e71526a44b2574652ecae5620f57ed1a', oline='192', file_name='core/src/main/java/com/google/common/truth/PrimitiveDoubleArraySubject.java')]"
truth,4,"('67946242e58740f6c0ce5bac87f5c0fb48d66b7d', 'f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33')",Extract Method,core/src/main/java/com/google/common/truth/PrimitiveDoubleArraySubject.java@public usingExactEquality() : DoubleArrayAsIterable,core/src/main/java/com/google/common/truth/PrimitiveDoubleArraySubject.java@private iterableSubject() : IterableSubject,"[BlameRes(sha1='5f142e73e71526a44b2574652ecae5620f57ed1a', oline='230', file_name='core/src/main/java/com/google/common/truth/PrimitiveDoubleArraySubject.java')]"
truth,4,"('67946242e58740f6c0ce5bac87f5c0fb48d66b7d', 'f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33')",Extract Method,core/src/main/java/com/google/common/truth/PrimitiveFloatArraySubject.java@public usingTolerance(tolerance double) : FloatArrayAsIterable,core/src/main/java/com/google/common/truth/PrimitiveFloatArraySubject.java@private iterableSubject() : IterableSubject,"[BlameRes(sha1='b8b1f510316efb377adb265d4a2434ab4801e739', oline='192', file_name='core/src/main/java/com/google/common/truth/PrimitiveFloatArraySubject.java')]"
truth,4,"('67946242e58740f6c0ce5bac87f5c0fb48d66b7d', 'f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33')",Extract Method,core/src/main/java/com/google/common/truth/PrimitiveFloatArraySubject.java@public usingExactEquality() : FloatArrayAsIterable,core/src/main/java/com/google/common/truth/PrimitiveFloatArraySubject.java@private iterableSubject() : IterableSubject,"[BlameRes(sha1='b8b1f510316efb377adb265d4a2434ab4801e739', oline='238', file_name='core/src/main/java/com/google/common/truth/PrimitiveFloatArraySubject.java')]"
truth,4,"('62bb595c6dfa9607e6d017550352c42971f24b74', 'f71904d09a9696eefdc61cafa470bee368b6ec72', 'a1b20d82a6d57781260db3ee88f7f16e93120618', 'f07240573e0beb5384d957560a0aa298d66c33de')",Extract Superclass,src/main/java/org/junit/contrib/truth/subjects/IntegerSubject.java@org.junit.contrib.truth.subjects.IntegerSubject,core/src/main/java/org/truth/subjects/IntegerSubject.java@org.truth.subjects.IntegerSubject,"[BlameRes(sha1='e43c5bd2a2922f637b22bd47349fcf41d69a249d', oline='7', file_name='src/main/java/org/junit/contrib/truth/subjects/IntegerSubject.java')]"
truth,4,"('06b0eec463b54ae32788ffd124725ed3b0f925f7', 'c16b8449c5c17fea26a92cd287bfa7c3ed2e38a5', '99199c1bd22e1b2e9969ce71682349360b92d42a', 'fa9d891709386bcf1f5f55eafcbae6733bf75a6f')",Move Method,"src/main/java/org/junit/contrib/truth/IntSubject.java@public IntSubject(failureStrategy FailureStrategy, i int)","src/main/java/org/junit/contrib/truth/subjects/IntSubject.java@public IntSubject(failureStrategy FailureStrategy, i int)","[BlameRes(sha1='838f4bc70b3de054f5e61612a17aafb29e1a42b9', oline='4', file_name='src/main/java/org/junit/contrib/truth/IntSubject.java')]"
truth,4,"('3e3043e6e3d4f8fa1610e5160cb40e82748b5045', '09eb1719bf18435054b219443327a74653723912', 'bd264880909ed0ad0c0a10b91f4097be77323e60', 'e53a6058b64f7710ba057b93442fc2d236aa3560')",Extract And Move Method,"core/src/main/java/com/google/common/truth/MapSubject.java@public containsEntry(expectedKey Object, expectedValue E) : void",core/src/main/java/com/google/common/truth/Subject.java@package failWithoutActual(facts Facts) : void,"[BlameRes(sha1='9627f4b52a63c8a94f229a14f89a2c4856845e9b', oline='398', file_name='core/src/main/java/com/google/common/truth/MapSubject.java')]"
truth,4,"('3e3043e6e3d4f8fa1610e5160cb40e82748b5045', '09eb1719bf18435054b219443327a74653723912', 'bd264880909ed0ad0c0a10b91f4097be77323e60', 'e53a6058b64f7710ba057b93442fc2d236aa3560')",Extract And Move Method,"core/src/main/java/com/google/common/truth/MapSubject.java@public containsExactlyEntriesIn(expectedMap Map<K,V>) : Ordered",core/src/main/java/com/google/common/truth/Subject.java@package failWithoutActual(facts Facts) : void,"[BlameRes(sha1='b5e5ed9cea8a1b06e52ae8c1a78378b1c8f83c4c', oline='210', file_name='core/src/main/java/com/google/common/truth/MapSubject.java')]"
truth,4,"('05e32ce12d75a17c5078576666652e85b6642991', 'c81dce70740bc451eb87632f8a0b09b253114349', 'b705d8e215752a14232b88ef8b53b58b011fcd17', '2b19166277354cb25ea2b05e14803dec8c2ac77a')",Rename Method,"core/src/main/java/com/google/common/truth/FailureMetadata.java@private prepend(messages ImmutableList<Message>, message Message) : ImmutableList<Message>","core/src/main/java/com/google/common/truth/FailureMetadata.java@private append(list ImmutableList<? extends E>, object E) : ImmutableList<E>","[BlameRes(sha1='3357709b9d8dd0e8ae1de6635d388902de7e80dd', oline='116', file_name='core/src/main/java/com/google/common/truth/FailureMetadata.java')]"
truth,4,"('05e32ce12d75a17c5078576666652e85b6642991', 'c81dce70740bc451eb87632f8a0b09b253114349', 'b705d8e215752a14232b88ef8b53b58b011fcd17', '2b19166277354cb25ea2b05e14803dec8c2ac77a')",Change Return Type,core/src/main/java/com/google/common/truth/FailureMetadata.java@ImmutableList<Message>,core/src/main/java/com/google/common/truth/FailureMetadata.java@ImmutableList<E>,"[BlameRes(sha1='3357709b9d8dd0e8ae1de6635d388902de7e80dd', oline='116', file_name='core/src/main/java/com/google/common/truth/FailureMetadata.java')]"
truth,4,"('aa4351b8536fc143c156ef0e1f2b6f2c547946be', '9a409a673e69753177088caf389bc84dc7d70a17', '9a09931be33f73c5244a2ea717a62c75fdf270dd', '12a5ba5bcaf4f46ccb7ed934fdcf61535c2d706d')",Move And Rename Method,core/src/main/java/com/google/common/truth/IterableSubject.java@private getHomogeneousClass(items Iterable<?>) : Optional<Class<?>>,core/src/main/java/com/google/common/truth/SubjectUtils.java@private getHomogeneousTypeName(items Iterable<?>) : Optional<String>,"[BlameRes(sha1='4001a5928ed9352e67a678fbf830ab88a7bb7789', oline='302', file_name='core/src/main/java/com/google/common/truth/IterableSubject.java')]"
