Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Move Attribute,app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@private milestoneService : MilestoneService,app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@private milestoneService : MilestoneService,"[BlameRes(sha1='ca3feb3f676203f84fe8f82ff52322d14e1b301d', oline='76', file_name='github-android/src/main/java/com/github/mobile/android/issue/CreateIssueActivity.java')]",
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Move Attribute,app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@private collaboratorService : CollaboratorService,app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@private collaboratorService : CollaboratorService,"[BlameRes(sha1='ca3feb3f676203f84fe8f82ff52322d14e1b301d', oline='79', file_name='github-android/src/main/java/com/github/mobile/android/issue/CreateIssueActivity.java')]",
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Move Attribute,app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@private labelService : LabelService,app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@private labelService : LabelService,"[BlameRes(sha1='ca3feb3f676203f84fe8f82ff52322d14e1b301d', oline='73', file_name='github-android/src/main/java/com/github/mobile/android/issue/CreateIssueActivity.java')]",
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Extract Variable,app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@,app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@assignee : User,"[BlameRes(sha1='7848a2a3787d48fa1ca0111d79edf3c7948750f1', oline='202', file_name='app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java')]",
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Move Method,"app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@public onDialogResult(requestCode int, resultCode int, arguments Bundle) : void","app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@public onDialogResult(requestCode int, resultCode int, arguments Bundle) : void","[BlameRes(sha1='ca3feb3f676203f84fe8f82ff52322d14e1b301d', oline='159', file_name='github-android/src/main/java/com/github/mobile/android/issue/CreateIssueActivity.java')]",
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Extract Variable,app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@,app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@milestone : Milestone,"[BlameRes(sha1='4614d4f18226ce8f19559aa0030260e5bfafcd6c', oline='194', file_name='app/src/main/java/com/github/mobile/issue/CreateIssueActivity.java')]",
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Remove Parameter,app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@issue : Issue,app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@private updateView() : void,"[BlameRes(sha1='4614d4f18226ce8f19559aa0030260e5bfafcd6c', oline='169', file_name='app/src/main/java/com/github/mobile/issue/CreateIssueActivity.java')]",
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Move And Rename Method,app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@private updateHeader(issue Issue) : void,app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@private updateView() : void,"[BlameRes(sha1='4614d4f18226ce8f19559aa0030260e5bfafcd6c', oline='169', file_name='app/src/main/java/com/github/mobile/issue/CreateIssueActivity.java')]",
PocketHub,3,"('8e1e7e140681e33bba822c93aab9250135927a9c', '6b8319abc40dadbe5a501734f833671710fe6ce8', '9b14385a0b35ba5d61013b798deb7d56a44b7c9b')",Extract And Move Method,app/src/main/java/com/github/mobile/android/issue/FilterIssuesActivity.java@protected onCreate(savedInstanceState Bundle) : void,app/src/main/java/com/github/mobile/android/issue/IssueFilter.java@public setOpen(open boolean) : IssueFilter,"[BlameRes(sha1='1519a6d444d325dd041e458f0161de174d85786b', oline='53', file_name='github-android/src/main/java/com/github/mobile/android/issue/FilterIssuesActivity.java')]",
PocketHub,4,"('58960379b2a1dc26065ab551a23eb07b4a3684a1', '455a747eb4983a4cac5187d0a12777c4979ebc5a', '0d48aac96eea8c1629851406689862629442b4ab', 'd5cc14edaf9250e318a8c75416bf1a1633b536ee')",Move Attribute,app/src/main/java/com/github/mobile/ui/search/RepositorySearchActivity.java@private repoFragment : SearchRepositoryListFragment,app/src/main/java/com/github/mobile/ui/search/SearchActivity.java@private repoFragment : SearchRepositoryListFragment,"[BlameRes(sha1='6eadc250f1d444f780a2937c8ff5fabe6ba4cfab', oline='25', file_name='app/src/main/java/com/github/mobile/ui/repo/RepositorySearchActivity.java')]",
PocketHub,4,"('45b54fb81eae052282b81ef3654a442b0097cd06', '760b8b7fd1dc5c5a9fe326a57f966db8bd356e0c', '7aa9e796891065b67af7e78c4ec1af932247743b', 'c4b6edebeb57321175fb9443c36b29d7c075d582')",Change Parameter Type,app/src/main/java/com/github/mobile/ui/gist/OpenGistTask.java@context : Activity,app/src/main/java/com/github/mobile/core/code/RefreshTreeTask.java@context : Context,"[BlameRes(sha1='e532efc5655a56104e334099e60c1512e5790a56', oline='26', file_name='app/src/main/java/com/github/mobile/android/gist/OpenGistTask.java')]",
PocketHub,4,"('45b54fb81eae052282b81ef3654a442b0097cd06', '760b8b7fd1dc5c5a9fe326a57f966db8bd356e0c', '7aa9e796891065b67af7e78c4ec1af932247743b', 'c4b6edebeb57321175fb9443c36b29d7c075d582')",Add Parameter,"app/src/main/java/com/github/mobile/ui/gist/OpenGistTask.java@public OpenGistTask(context Activity, gistId String)",app/src/main/java/com/github/mobile/core/code/RefreshTreeTask.java@repository : Repository,"[BlameRes(sha1='e532efc5655a56104e334099e60c1512e5790a56', oline='26', file_name='app/src/main/java/com/github/mobile/android/gist/OpenGistTask.java')]",
PocketHub,4,"('45b54fb81eae052282b81ef3654a442b0097cd06', '760b8b7fd1dc5c5a9fe326a57f966db8bd356e0c', '7aa9e796891065b67af7e78c4ec1af932247743b', 'c4b6edebeb57321175fb9443c36b29d7c075d582')",Remove Parameter,app/src/main/java/com/github/mobile/ui/gist/OpenGistTask.java@gistId : String,"app/src/main/java/com/github/mobile/core/code/RefreshTreeTask.java@public RefreshTreeTask(repository Repository, context Context)","[BlameRes(sha1='e532efc5655a56104e334099e60c1512e5790a56', oline='26', file_name='app/src/main/java/com/github/mobile/android/gist/OpenGistTask.java')]",
PocketHub,4,"('45b54fb81eae052282b81ef3654a442b0097cd06', '760b8b7fd1dc5c5a9fe326a57f966db8bd356e0c', '7aa9e796891065b67af7e78c4ec1af932247743b', 'c4b6edebeb57321175fb9443c36b29d7c075d582')",Move And Rename Method,"app/src/main/java/com/github/mobile/ui/gist/OpenGistTask.java@public OpenGistTask(context Activity, gistId String)","app/src/main/java/com/github/mobile/core/code/RefreshTreeTask.java@public RefreshTreeTask(repository Repository, context Context)","[BlameRes(sha1='e532efc5655a56104e334099e60c1512e5790a56', oline='26', file_name='app/src/main/java/com/github/mobile/android/gist/OpenGistTask.java')]",
PocketHub,4,"('45b54fb81eae052282b81ef3654a442b0097cd06', '760b8b7fd1dc5c5a9fe326a57f966db8bd356e0c', '7aa9e796891065b67af7e78c4ec1af932247743b', 'c4b6edebeb57321175fb9443c36b29d7c075d582')",Move Method,app/src/main/java/com/github/mobile/ui/gist/OpenGistTask.java@protected onException(e Exception) : void,app/src/main/java/com/github/mobile/core/code/RefreshTreeTask.java@protected onException(e Exception) : void,"[BlameRes(sha1='e532efc5655a56104e334099e60c1512e5790a56', oline='59', file_name='app/src/main/java/com/github/mobile/android/gist/OpenGistTask.java')]",
PocketHub,4,"('8f94f366abfd83832c71fc08445375aae8f3f0df', 'b18d1339d9d8cbd531d583dca058710e6448e2bd', '76c67537524d83edce94ffe62d0732988b667f04', '54c7edc33b3119f9146a16441eb98f7f96bc4283')",Move And Inline Method,app/src/main/java/com/github/mobile/ui/gist/CreateGistActivity.java@public onPrepareOptionsMenu(menu Menu) : boolean,app/src/main/java/com/github/mobile/ui/gist/GistFragment.java@public onPrepareOptionsMenu(menu Menu) : void,"[BlameRes(sha1='b45105f89d9f340c476e3c7e06a798db5a754689', oline='74', file_name='github-android/src/main/java/com/github/mobile/android/gist/ShareGistActivity.java')]",
PocketHub,4,"('b2b21ce21a37df3f435a57498455d7d37bec4577', '436263a0b9e26d9a85fdfb78ae80210a521fc74f', '70473a3e307ed722063e0e364287d20ee69f1086', '732eba4fc69d03a28d227658635b85b88e01352c')",Move And Inline Method,app/src/main/java/com/github/pockethub/android/ui/PagedItemFragment.java@public onCreate(savedInstanceState Bundle) : void,app/src/main/java/com/github/pockethub/android/ui/gist/GistFilesViewActivity.java@protected onCreate(savedInstanceState Bundle) : void,"[BlameRes(sha1='035abe51e6e1111c8ff080ceb1c71ab005e12097', oline='25', file_name='app/src/main/java/com/github/mobile/android/ui/PagedItemFragment.java')]",
PocketHub,4,"('b2b21ce21a37df3f435a57498455d7d37bec4577', '436263a0b9e26d9a85fdfb78ae80210a521fc74f', '70473a3e307ed722063e0e364287d20ee69f1086', '732eba4fc69d03a28d227658635b85b88e01352c')",Move And Inline Method,app/src/main/java/com/github/pockethub/android/ui/PagedItemFragment.java@public onCreate(savedInstanceState Bundle) : void,app/src/main/java/com/github/pockethub/android/ui/repo/RepositoryViewActivity.java@protected onCreate(savedInstanceState Bundle) : void,"[BlameRes(sha1='035abe51e6e1111c8ff080ceb1c71ab005e12097', oline='25', file_name='app/src/main/java/com/github/mobile/android/ui/PagedItemFragment.java')]",
PocketHub,4,"('b2b21ce21a37df3f435a57498455d7d37bec4577', '436263a0b9e26d9a85fdfb78ae80210a521fc74f', '70473a3e307ed722063e0e364287d20ee69f1086', '732eba4fc69d03a28d227658635b85b88e01352c')",Move And Inline Method,app/src/main/java/com/github/pockethub/android/ui/PagedItemFragment.java@public onCreate(savedInstanceState Bundle) : void,app/src/main/java/com/github/pockethub/android/ui/user/UserViewActivity.java@protected onCreate(savedInstanceState Bundle) : void,"[BlameRes(sha1='035abe51e6e1111c8ff080ceb1c71ab005e12097', oline='25', file_name='app/src/main/java/com/github/mobile/android/ui/PagedItemFragment.java')]",
PocketHub,4,"('c08c72add8ba74b8b88696dc72ea2f98d149561c', 'dbdeb87439e1d9c44cd481b9313c124555ca0556', '97872cae660215af8db9208a373569cedc5f52d9', 'ad8794ab57469485882511ebb382b070e0dd1bce')",Add Method Annotation,"app/src/main/java/com/github/mobile/ui/issue/IssuesViewActivity.java@public onPageScrolled(position int, positionOffset float, positionOffsetPixels int) : void",app/src/main/java/com/github/mobile/ui/PagerActivity.java@@Override,"[BlameRes(sha1='9d3922f73e41309228a620a5f37235eaeb8a01d1', oline='164', file_name='app/src/main/java/com/github/mobile/ui/issue/IssuesViewActivity.java')]",
PocketHub,4,"('c08c72add8ba74b8b88696dc72ea2f98d149561c', 'dbdeb87439e1d9c44cd481b9313c124555ca0556', '97872cae660215af8db9208a373569cedc5f52d9', 'ad8794ab57469485882511ebb382b070e0dd1bce')",Pull Up Method,"app/src/main/java/com/github/mobile/ui/issue/IssuesViewActivity.java@public onPageScrolled(position int, positionOffset float, positionOffsetPixels int) : void","app/src/main/java/com/github/mobile/ui/PagerActivity.java@public onPageScrolled(position int, positionOffset float, positionOffsetPixels int) : void","[BlameRes(sha1='9d3922f73e41309228a620a5f37235eaeb8a01d1', oline='164', file_name='app/src/main/java/com/github/mobile/ui/issue/IssuesViewActivity.java')]",
PocketHub,4,"('c08c72add8ba74b8b88696dc72ea2f98d149561c', 'dbdeb87439e1d9c44cd481b9313c124555ca0556', '97872cae660215af8db9208a373569cedc5f52d9', 'ad8794ab57469485882511ebb382b070e0dd1bce')",Pull Up Method,app/src/main/java/com/github/mobile/ui/issue/IssuesViewActivity.java@public onPageScrollStateChanged(state int) : void,app/src/main/java/com/github/mobile/ui/PagerActivity.java@public onPageScrollStateChanged(state int) : void,"[BlameRes(sha1='d6e530a111e8008c88cd4a9242aaeb23e6284acc', oline='77', file_name='app/src/main/java/com/github/mobile/android/ui/issue/ViewIssuesActivity.java')]",
PocketHub,4,"('192d38d66e467db9bf82b50744f800d70334a92d', '614312ad51caeef74cc730621e535d08d8b3f37d', '2c72f26d1e746141b9530be86b04a9f633dd48b5', 'd9376064667022ce0f88ff6ae39f1624ea127c80')",Extract And Move Method,app/src/main/java/com/github/mobile/ui/gist/RandomGistTask.java@public start() : void,app/src/main/java/com/github/mobile/ui/ProgressDialogTask.java@protected showIndeterminate(message CharSequence) : void,"[BlameRes(sha1='e532efc5655a56104e334099e60c1512e5790a56', oline='40', file_name='app/src/main/java/com/github/mobile/android/gist/RandomGistTask.java')]",
PocketHub,4,"('c583f0b6bdc024136aaf90b81e323487d8f6f45a', '4782415312be7d88f4bd73df33c66aff3bb53686', '287567dba5b1d15d67338fbf4337a4f7afbfc215', 'acc974e9694a277888f83506a80f166192f10473')",Extract Method,"app/src/main/java/com/github/pockethub/android/ui/ItemListFragment.java@public onViewCreated(view View, savedInstanceState Bundle) : void",app/src/main/java/com/github/pockethub/android/ui/ItemListFragment.java@protected configureList(recyclerView RecyclerView) : void,"[BlameRes(sha1='aaf24368591f84968434afa7415d97328eb1c263', oline='66', file_name='app/src/main/java/com/github/mobile/ui/ItemListFragment.java')]",
PocketHub,4,"('c583f0b6bdc024136aaf90b81e323487d8f6f45a', '4782415312be7d88f4bd73df33c66aff3bb53686', '287567dba5b1d15d67338fbf4337a4f7afbfc215', 'acc974e9694a277888f83506a80f166192f10473')",Inline Method,"app/src/main/java/com/github/pockethub/android/ui/ItemListFragment.java@protected configureList(activity Activity, listView ListView) : void","app/src/main/java/com/github/pockethub/android/ui/ItemListFragment.java@public onViewCreated(view View, savedInstanceState Bundle) : void","[BlameRes(sha1='44616eec931256740038565a2735d8f6c1d4ad7d', oline='87', file_name='app/src/main/java/com/github/mobile/ui/ItemListFragment.java')]",
PocketHub,4,"('03c3da9b09873884f707716f95d4f2fc3b242a7a', 'be5105b41215617c1f0d725d7c03a47fe199ae27', '49d64a706c346b3a3a425e3e247af785bc8409f0', '892a09ad1408fde2dcb7b33eaf4ea7e0b8f87244')",Extract Method,"app/src/main/java/com/github/mobile/util/AvatarLoader.java@public bind(actionBar ActionBar, userReference AtomicReference<User>) : AvatarLoader",app/src/main/java/com/github/mobile/util/AvatarLoader.java@private getId(user User) : String,"[BlameRes(sha1='9d3922f73e41309228a620a5f37235eaeb8a01d1', oline='162', file_name='app/src/main/java/com/github/mobile/util/AvatarLoader.java')]",
PocketHub,4,"('03c3da9b09873884f707716f95d4f2fc3b242a7a', 'be5105b41215617c1f0d725d7c03a47fe199ae27', '49d64a706c346b3a3a425e3e247af785bc8409f0', '892a09ad1408fde2dcb7b33eaf4ea7e0b8f87244')",Extract Method,"app/src/main/java/com/github/mobile/util/AvatarLoader.java@public bind(view ImageView, user User) : AvatarLoader",app/src/main/java/com/github/mobile/util/AvatarLoader.java@private getId(user User) : String,"[BlameRes(sha1='4add90cad9ad71dd313853fee65465923a49b586', oline='258', file_name='app/src/main/java/com/github/mobile/util/AvatarLoader.java')]",
PocketHub,4,"('ce399ede891e2974dd85965f184fd269d2e77bf4', 'd786780cf6705fce9ac198983a0216c9b83c2b92', '55d825407bae09fdac40a29c007ebe02ca0192d1', 'e493952a0bdb0c73469ecbe4351bfcac8be8c339')",Inline Variable,app/src/main/java/com/github/mobile/ui/NewsFragment.java@uri : Uri,app/src/main/java/com/github/mobile/ui/NewsFragment.java@private openDownload(event Event) : void,"[BlameRes(sha1='0d93fad14a0bfbe2d7c4991e7fb5ca6e0c71b959', oline='110', file_name='app/src/main/java/com/github/mobile/ui/NewsFragment.java')]",
PocketHub,4,"('104cb1d167c981bbdc1a63c4ea8fc6a37ada7edd', 'ed19837f9f25e6858146b63235fe923319c8d1a0', '958987b0a0678665a9d5a836e2123a13fecdc19b', 'e4c215b6806c540b16b229f3018eeae245a816c7')",Pull Up Attribute,app/src/main/java/com/github/mobile/android/ui/user/UserNewsFragment.java@private avatarHelper : AvatarHelper,app/src/main/java/com/github/mobile/android/ui/NewsFragment.java@private avatarHelper : AvatarHelper,"[BlameRes(sha1='9ea9bff9a1c50214789fbaff0b42a28d298a049c', oline='33', file_name='app/src/main/java/com/github/mobile/android/ui/user/UserNewsFragment.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatCommitComment(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='135', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",G
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatDownload(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='144', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatDelete(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='173', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatFork(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='192', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatWiki(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='215', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatIssueComment(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='221', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatIssues(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='243', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatAddMember(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='260', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatPublic(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='266', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatWatch(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='272', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatReviewComment(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='278', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatPullRequest(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='287', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('e56c5a87f7e8f9d49ceb5db6d6d6f64dee06d5d5', '2af147769e08f5365d646877f57477572e8b22ab', '584a134b0bdbee8ffb28f2114b6570fcf585ff99', '6ebffb235d98fa63235877977204cdb3974fe2c9')",Extract Method,"app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private formatPush(event Event, main StyledText, details StyledText) : void","app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java@private boldRepo(text StyledText, event Event) : StyledText","[BlameRes(sha1='d8fa6213684a7d998415f93e5005e94ba05b15cb', oline='303', file_name='app/src/main/java/com/github/mobile/ui/user/NewsListAdapter.java')]",
PocketHub,4,"('5866369d0d723560e80b8df3435ca42a381b1715', '79d4ccf1702993cb60f5f7fe5b7ec89190634457', 'c69b43f03a79b8540dea7bd891775142c63e8f8b', 'a841a6142376bfeee1e610300f289e203c3875f6')",Move And Rename Class,app/src/main/java/com/github/mobile/android/gist/PublicGistsFragment.java@com.github.mobile.android.gist.PublicGistsFragment,app/src/main/java/com/github/mobile/android/ui/gist/GistsFragment.java@com.github.mobile.android.ui.gist.GistsFragment,"[BlameRes(sha1='104cb1d167c981bbdc1a63c4ea8fc6a37ada7edd', oline='34', file_name='app/src/main/java/com/github/mobile/android/gist/PublicGistsFragment.java')]",
PocketHub,4,"('5866369d0d723560e80b8df3435ca42a381b1715', '79d4ccf1702993cb60f5f7fe5b7ec89190634457', 'c69b43f03a79b8540dea7bd891775142c63e8f8b', 'a841a6142376bfeee1e610300f289e203c3875f6')",Add Class Modifier,app/src/main/java/com/github/mobile/android/gist/PublicGistsFragment.java@com.github.mobile.android.gist.PublicGistsFragment,app/src/main/java/com/github/mobile/android/ui/gist/GistsFragment.java@com.github.mobile.android.ui.gist.GistsFragment,"[BlameRes(sha1='104cb1d167c981bbdc1a63c4ea8fc6a37ada7edd', oline='34', file_name='app/src/main/java/com/github/mobile/android/gist/PublicGistsFragment.java')]",
PocketHub,4,"('5866369d0d723560e80b8df3435ca42a381b1715', '79d4ccf1702993cb60f5f7fe5b7ec89190634457', 'c69b43f03a79b8540dea7bd891775142c63e8f8b', 'a841a6142376bfeee1e610300f289e203c3875f6')",Change Attribute Access Modifier,app/src/main/java/com/github/mobile/android/gist/PublicGistsFragment.java@private service : GistService,app/src/main/java/com/github/mobile/android/ui/gist/GistsFragment.java@protected service : GistService,"[BlameRes(sha1='104cb1d167c981bbdc1a63c4ea8fc6a37ada7edd', oline='40', file_name='app/src/main/java/com/github/mobile/android/gist/PublicGistsFragment.java')]",
