Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
cascading,4,"('4191aee60520d723cf90ef2c6da6582a4b69b78d', '2f70ecc5e685ee74fbd046b7d3c20a72ea9d0168', '5d5f17662da9224a9bac824edfb387e983a84279', '00902ec05dc7483af1cf5c47ceed5246393edce4')",Change Class Access Modifier,src/java/cascading/flow/stack/EveryHandlersReducerStackElement.java@cascading.flow.stack.EveryHandlersReducerStackElement,src/java/cascading/flow/stack/EveryHandlersReducerStackElement.java@cascading.flow.stack.EveryHandlersReducerStackElement,"[BlameRes(sha1='e7d80629b7a1264ddf077cda015c687d378bb5a9', oline='14', file_name='src/java/cascading/flow/stack/EveryHandlersReducerStackElement.java')]",
cascading,4,"('4191aee60520d723cf90ef2c6da6582a4b69b78d', '2f70ecc5e685ee74fbd046b7d3c20a72ea9d0168', '5d5f17662da9224a9bac824edfb387e983a84279', '00902ec05dc7483af1cf5c47ceed5246393edce4')",Change Class Access Modifier,src/java/cascading/flow/stack/GroupMapperStackElement.java@cascading.flow.stack.GroupMapperStackElement,src/java/cascading/flow/stack/GroupMapperStackElement.java@cascading.flow.stack.GroupMapperStackElement,"[BlameRes(sha1='e7d80629b7a1264ddf077cda015c687d378bb5a9', oline='14', file_name='src/java/cascading/flow/stack/GroupMapperStackElement.java')]",
cascading,4,"('4191aee60520d723cf90ef2c6da6582a4b69b78d', '2f70ecc5e685ee74fbd046b7d3c20a72ea9d0168', '5d5f17662da9224a9bac824edfb387e983a84279', '00902ec05dc7483af1cf5c47ceed5246393edce4')",Change Class Access Modifier,src/java/cascading/flow/stack/GroupReducerStackElement.java@cascading.flow.stack.GroupReducerStackElement,src/java/cascading/flow/stack/GroupReducerStackElement.java@cascading.flow.stack.GroupReducerStackElement,"[BlameRes(sha1='e7d80629b7a1264ddf077cda015c687d378bb5a9', oline='15', file_name='src/java/cascading/flow/stack/GroupReducerStackElement.java')]",
cascading,4,"('4191aee60520d723cf90ef2c6da6582a4b69b78d', '2f70ecc5e685ee74fbd046b7d3c20a72ea9d0168', '5d5f17662da9224a9bac824edfb387e983a84279', '00902ec05dc7483af1cf5c47ceed5246393edce4')",Change Class Access Modifier,src/java/cascading/flow/stack/StackElement.java@cascading.flow.stack.StackElement,src/java/cascading/flow/stack/StackElement.java@cascading.flow.stack.StackElement,"[BlameRes(sha1='e7d80629b7a1264ddf077cda015c687d378bb5a9', oline='6', file_name='src/java/cascading/flow/stack/StackElement.java')]",
cascading,4,"('4191aee60520d723cf90ef2c6da6582a4b69b78d', '2f70ecc5e685ee74fbd046b7d3c20a72ea9d0168', '5d5f17662da9224a9bac824edfb387e983a84279', '00902ec05dc7483af1cf5c47ceed5246393edce4')",Change Class Access Modifier,src/java/cascading/flow/stack/TapMapperStackElement.java@cascading.flow.stack.TapMapperStackElement,src/java/cascading/flow/stack/TapMapperStackElement.java@cascading.flow.stack.TapMapperStackElement,"[BlameRes(sha1='e7d80629b7a1264ddf077cda015c687d378bb5a9', oline='16', file_name='src/java/cascading/flow/stack/TapMapperStackElement.java')]",
cascading,4,"('4191aee60520d723cf90ef2c6da6582a4b69b78d', '2f70ecc5e685ee74fbd046b7d3c20a72ea9d0168', '5d5f17662da9224a9bac824edfb387e983a84279', '00902ec05dc7483af1cf5c47ceed5246393edce4')",Change Class Access Modifier,src/java/cascading/flow/stack/TapReducerStackElement.java@cascading.flow.stack.TapReducerStackElement,src/java/cascading/flow/stack/TapReducerStackElement.java@cascading.flow.stack.TapReducerStackElement,"[BlameRes(sha1='e7d80629b7a1264ddf077cda015c687d378bb5a9', oline='17', file_name='src/java/cascading/flow/stack/TapReducerStackElement.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Move And Rename Class,src/java/cascading/flow/PushFlowMapperStack.java@cascading.flow.PushFlowMapperStack,src/java/cascading/flow/stack/FlowMapperStack.java@cascading.flow.stack.FlowMapperStack,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='20', file_name='src/java/cascading/flow/PushFlowMapperStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Move And Rename Class,src/java/cascading/flow/PushFlowReducerStack.java@cascading.flow.PushFlowReducerStack,src/java/cascading/flow/stack/FlowReducerStack.java@cascading.flow.stack.FlowReducerStack,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='23', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Change Class Access Modifier,src/java/cascading/flow/FlowConstants.java@cascading.flow.FlowConstants,src/java/cascading/flow/FlowConstants.java@cascading.flow.FlowConstants,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='4', file_name='src/java/cascading/flow/FlowConstants.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Change Attribute Access Modifier,src/java/cascading/flow/FlowStep.java@package group : Group,src/java/cascading/flow/FlowStep.java@public group : Group,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='35', file_name='src/java/cascading/flow/FlowStep.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Add Attribute Modifier,src/java/cascading/flow/PushFlowMapperStack.java@private step : FlowStep,src/java/cascading/flow/stack/FlowMapperStack.java@private step : FlowStep,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='24', file_name='src/java/cascading/flow/PushFlowMapperStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Add Attribute Modifier,src/java/cascading/flow/PushFlowMapperStack.java@private currentSource : Tap,src/java/cascading/flow/stack/FlowMapperStack.java@private currentSource : Tap,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='25', file_name='src/java/cascading/flow/PushFlowMapperStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Change Attribute Type,src/java/cascading/flow/PushFlowMapperStack.java@stackHead : FlowMapperStackElement,src/java/cascading/flow/stack/FlowMapperStack.java@stackHead : MapperStackElement,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='26', file_name='src/java/cascading/flow/PushFlowMapperStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Change Attribute Type,src/java/cascading/flow/PushFlowMapperStack.java@stackTail : FlowMapperStackElement,src/java/cascading/flow/stack/FlowMapperStack.java@stackTail : MapperStackElement,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='27', file_name='src/java/cascading/flow/PushFlowMapperStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Remove Thrown Exception Type,src/java/cascading/flow/PushFlowMapperStack.java@IOException,"src/java/cascading/flow/stack/FlowMapperStack.java@public map(key WritableComparable, value Writable, output OutputCollector) : void","[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='59', file_name='src/java/cascading/flow/PushFlowMapperStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Add Thrown Exception Type,src/java/cascading/flow/PushFlowMapperStack.java@public close() : void,src/java/cascading/flow/stack/FlowMapperStack.java@IOException,"[BlameRes(sha1='66dca1f413a8e783e525a56131c46ba0e678a9c6', oline='108', file_name='src/java/cascading/flow/PushFlowMapperStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Add Attribute Modifier,src/java/cascading/flow/PushFlowReducerStack.java@private step : FlowStep,src/java/cascading/flow/stack/FlowReducerStack.java@private step : FlowStep,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='27', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Change Attribute Type,src/java/cascading/flow/PushFlowReducerStack.java@stackHead : FlowReducerStackElement,src/java/cascading/flow/stack/FlowReducerStack.java@stackHead : ReducerStackElement,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='29', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Change Attribute Type,src/java/cascading/flow/PushFlowReducerStack.java@stackTail : FlowReducerStackElement,src/java/cascading/flow/stack/FlowReducerStack.java@stackTail : ReducerStackElement,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='30', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Remove Thrown Exception Type,src/java/cascading/flow/PushFlowReducerStack.java@IOException,"src/java/cascading/flow/stack/FlowReducerStack.java@public reduce(key WritableComparable, values Iterator, output OutputCollector) : void","[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='81', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Add Thrown Exception Type,src/java/cascading/flow/PushFlowReducerStack.java@public close() : void,src/java/cascading/flow/stack/FlowReducerStack.java@IOException,"[BlameRes(sha1='5f34230c182ac89e0d5d2ec7949c1d02f0d4f0cb', oline='99', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Extract Superclass,src/java/cascading/flow/PushFlowReducerStack.java@cascading.flow.PushFlowReducerStack.FlowReducerStackElement,src/java/cascading/flow/stack/ReducerStackElement.java@cascading.flow.stack.ReducerStackElement,"[BlameRes(sha1='72abc682e6569e5b9a7acf2d5b42c062d9925df7', oline='96', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Extract Class,src/java/cascading/flow/PushFlowReducerStack.java@cascading.flow.PushFlowReducerStack.FlowReducerStackElement,src/java/cascading/flow/stack/ReducerStackElement.java@cascading.flow.stack.ReducerStackElement,"[BlameRes(sha1='72abc682e6569e5b9a7acf2d5b42c062d9925df7', oline='96', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Extract Subclass,src/java/cascading/flow/PushFlowReducerStack.java@cascading.flow.PushFlowReducerStack.FlowReducerStackElement,src/java/cascading/flow/stack/ReducerStackElement.java@cascading.flow.stack.ReducerStackElement,"[BlameRes(sha1='72abc682e6569e5b9a7acf2d5b42c062d9925df7', oline='96', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Extract Subclass,src/java/cascading/flow/PushFlowReducerStack.java@cascading.flow.PushFlowReducerStack.FlowReducerStackElement,src/java/cascading/flow/stack/ReducerStackElement.java@cascading.flow.stack.ReducerStackElement,"[BlameRes(sha1='72abc682e6569e5b9a7acf2d5b42c062d9925df7', oline='96', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Move Method,src/java/cascading/flow/PushFlowReducerStack.java@private operateEach(tupleEntry TupleEntry) : void,src/java/cascading/flow/stack/EachMapperStackElement.java@private operateEach(tupleEntry TupleEntry) : void,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='284', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Push Down Method,"src/java/cascading/flow/PushFlowReducerStack.java@private operateGroup(key Tuple, values Iterator) : void","src/java/cascading/flow/stack/GroupReducerStackElement.java@private operateGroup(key Tuple, values Iterator) : void","[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='248', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Push Down Attribute,src/java/cascading/flow/PushFlowReducerStack.java@private incomingScopes : Set<Scope>,src/java/cascading/flow/stack/GroupReducerStackElement.java@private incomingScopes : Set<Scope>,"[BlameRes(sha1='6bc35ee8851baeaf66597282d7d4f3e76c3003d9', oline='104', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Add Attribute Modifier,src/java/cascading/flow/PushFlowReducerStack.java@private incomingScopes : Set<Scope>,src/java/cascading/flow/stack/GroupReducerStackElement.java@private incomingScopes : Set<Scope>,"[BlameRes(sha1='6bc35ee8851baeaf66597282d7d4f3e76c3003d9', oline='104', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Push Down Attribute,src/java/cascading/flow/PushFlowReducerStack.java@private thisScope : Scope,src/java/cascading/flow/stack/GroupReducerStackElement.java@private thisScope : Scope,"[BlameRes(sha1='6bc35ee8851baeaf66597282d7d4f3e76c3003d9', oline='106', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Add Attribute Modifier,src/java/cascading/flow/PushFlowReducerStack.java@private thisScope : Scope,src/java/cascading/flow/stack/GroupReducerStackElement.java@private thisScope : Scope,"[BlameRes(sha1='6bc35ee8851baeaf66597282d7d4f3e76c3003d9', oline='106', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Push Down Method,"src/java/cascading/flow/PushFlowReducerStack.java@private operateSink(key Tuple, values Iterator) : void","src/java/cascading/flow/stack/TapReducerStackElement.java@private operateSink(key Tuple, values Iterator) : void","[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='289', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Push Down Method,src/java/cascading/flow/PushFlowReducerStack.java@private operateSink(tupleEntry TupleEntry) : void,src/java/cascading/flow/stack/TapReducerStackElement.java@private operateSink(tupleEntry TupleEntry) : void,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='295', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Push Down Attribute,src/java/cascading/flow/PushFlowReducerStack.java@private tapCollector : TapCollector,src/java/cascading/flow/stack/TapReducerStackElement.java@private tapCollector : TapCollector,"[BlameRes(sha1='5f34230c182ac89e0d5d2ec7949c1d02f0d4f0cb', oline='122', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Move Method,"src/java/cascading/flow/PushFlowReducerStack.java@private operateEveryHandlers(keyEntry TupleEntry, values Iterator) : void","src/java/cascading/flow/stack/EveryHandlersReducerStackElement.java@private operateEveryHandlers(keyEntry TupleEntry, values Iterator) : void","[BlameRes(sha1='519214de8a6e2e36eca8d32888a4cb5294a48373', oline='258', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Move Method,src/java/cascading/flow/PushFlowReducerStack.java@private operateEveryHandler(keyEntry TupleEntry) : void,src/java/cascading/flow/stack/EveryHandlerReducerStackElement.java@private operateEveryHandler(keyEntry TupleEntry) : void,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='273', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('d34b6155893632f8eeea885e5de199d220429406', 'e7d80629b7a1264ddf077cda015c687d378bb5a9', '366096d6366c99b3ca2c56dbf63138f79c2d57df', 'd98f3c2da55847c92ff3dfe22627d7a94c01b62f')",Move Method,"src/java/cascading/flow/PushFlowReducerStack.java@private operateEach(key Tuple, values Iterator) : void","src/java/cascading/flow/stack/EachReducerStackElement.java@private operateEach(key Tuple, values Iterator) : void","[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='278', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Remove Class Modifier,src/java/cascading/cascade/Cascade.java@cascading.cascade.Cascade.CascadeJob,src/java/cascading/cascade/Cascade.java@cascading.cascade.Cascade.CascadeJob,"[BlameRes(sha1='1d901eb9b9fb32c96d2ef24829e0c8e43799929a', oline='155', file_name='src/java/cascading/cascade/Cascade.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract Method,src/java/cascading/cascade/Cascade.java@public run() : void,src/java/cascading/cascade/Cascade.java@private logInfo(message String) : void,"[BlameRes(sha1='91ff94f55e34fec8d3409ed4c45996f4e46044cb', oline='75', file_name='src/java/cascading/cascade/Cascade.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract Method,src/java/cascading/cascade/Cascade.java@public run() : void,"src/java/cascading/cascade/Cascade.java@private logWarn(message String, throwable Throwable) : void","[BlameRes(sha1='91ff94f55e34fec8d3409ed4c45996f4e46044cb', oline='75', file_name='src/java/cascading/cascade/Cascade.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract Method,src/java/cascading/cascade/Cascade.java@public run() : void,src/java/cascading/cascade/Cascade.java@private logWarn(message String) : void,"[BlameRes(sha1='91ff94f55e34fec8d3409ed4c45996f4e46044cb', oline='75', file_name='src/java/cascading/cascade/Cascade.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract Method,src/java/cascading/flow/Flow.java@public areSinksStale() : boolean,src/java/cascading/flow/Flow.java@private logInfo(message String) : void,"[BlameRes(sha1='0c4bc1c6261c2a9b0a6af2b0c0c67e0c1b91ec84', oline='112', file_name='src/java/cascading/flow/Flow.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract Method,src/java/cascading/flow/Flow.java@public areSinksStale() : boolean,src/java/cascading/flow/Flow.java@private logInfo(message String) : void,"[BlameRes(sha1='0c4bc1c6261c2a9b0a6af2b0c0c67e0c1b91ec84', oline='112', file_name='src/java/cascading/flow/Flow.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract Method,src/java/cascading/flow/Flow.java@public areSinksStale() : boolean,src/java/cascading/flow/Flow.java@private logInfo(message String) : void,"[BlameRes(sha1='0c4bc1c6261c2a9b0a6af2b0c0c67e0c1b91ec84', oline='112', file_name='src/java/cascading/flow/Flow.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract Method,src/java/cascading/flow/Flow.java@public areSinksStale() : boolean,src/java/cascading/flow/Flow.java@private logInfo(message String) : void,"[BlameRes(sha1='0c4bc1c6261c2a9b0a6af2b0c0c67e0c1b91ec84', oline='112', file_name='src/java/cascading/flow/Flow.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract Method,src/java/cascading/flow/Flow.java@public run() : void,src/java/cascading/flow/Flow.java@private logInfo(message String) : void,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='237', file_name='src/java/cascading/flow/Flow.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract Method,src/java/cascading/flow/Flow.java@public run() : void,src/java/cascading/flow/Flow.java@private logDebug(message String) : void,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='237', file_name='src/java/cascading/flow/Flow.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract Method,src/java/cascading/tap/Hfs.java@public getPathModified(conf JobConf) : long,src/java/cascading/tap/Hfs.java@private makeStatuses(conf JobConf) : void,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='112', file_name='src/java/cascading/tap/Hfs.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Change Variable Type,src/java/cascading/tap/Hfs.java@path1 : Path,src/java/cascading/tap/Hfs.java@status : FileStatus,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='124', file_name='src/java/cascading/tap/Hfs.java')]",
